label,message
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
ham,Meeting scheduled for 13:00 tomorrow. Please confirm.
ham,The package has been delivered.
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,I will send you the details by 12:00.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
ham,Let me know if you need anything else.
ham,The meeting went well. Next steps are...
ham,The report is ready. Please find attached.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Your order #3506 has been shipped.
spam,WINNER! You have won a free vacation worth . Call 6104 now.
ham,Welcome to the team! Looking forward to working with you.
ham,Welcome to the team! Looking forward to working with you.
ham,The package has been delivered.
ham,Let me know if you need anything else.
ham,The payment has been processed successfully.
ham,Thanks for the update. I will review it tomorrow.
ham,Welcome to the team! Looking forward to working with you.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 2035 now.
ham,Thanks for the feedback. I will incorporate it.
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Your order #819 has been shipped.
ham,Thanks for your help with the project.
ham,Quick question: are you free at 17:00?
ham,The payment has been processed successfully.
ham,Let me know if you need anything else.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Let me know if you need anything else.
ham,The payment has been processed successfully.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 5509 now.
ham,Thanks for the update. I will review it tomorrow.
ham,Can we reschedule our call to 10:00?
spam,FREE entry to win  cash! Text WIN to 2170
ham,Please review the document and let me know.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,FREE entry to win  cash! Text WIN to 6536
ham,Quick question: are you free at 17:00?
ham,Let me know if you need anything else.
ham,Please review the document and let me know.
ham,See you at 11:00 for lunch.
spam,You have  unread messages. Check at http://spam-link.com
ham,Thanks for the feedback. I will incorporate it.
ham,Reminder: appointment at 9:00 tomorrow.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 4689 now.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM7118
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM3783
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Meeting scheduled for 16:00 tomorrow. Please confirm.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
ham,The payment has been processed successfully.
ham,Quick question: are you free at 12:00?
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
ham,Reminder: appointment at 9:00 tomorrow.
ham,Just wanted to check in. Hope you are doing well.
ham,The report is ready. Please find attached.
ham,Meeting scheduled for 14:00 tomorrow. Please confirm.
ham,Quick question: are you free at 11:00?
ham,Thanks for the feedback. I will incorporate it.
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM9135
ham,Your order #4399 has been shipped.
ham,Let me know if you need anything else.
spam,WINNER! You have won a free vacation worth . Call 2875 now.
ham,Your order #429 has been shipped.
ham,The meeting went well. Next steps are...
ham,"Hey, how are you? Let me know when you can meet."
ham,Happy birthday! Have a great day!
spam,Earn  per week from home! Details at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Happy birthday! Have a great day!
ham,Thanks for the feedback. I will incorporate it.
ham,Thanks for the update. I will review it tomorrow.
ham,Can we reschedule our call to 14:00?
ham,Let me know if you need anything else.
spam,You have  unread messages. Check at http://spam-link.com
ham,The package has been delivered.
ham,Can we reschedule our call to 16:00?
ham,Thanks for the feedback. I will incorporate it.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Meeting scheduled for 13:00 tomorrow. Please confirm.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Let me know if you need anything else.
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Thanks for your help with the project.
ham,Please review the document and let me know.
ham,Happy birthday! Have a great day!
ham,I will send you the details by 15:00.
ham,Thanks for your help with the project.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Thanks for the feedback. I will incorporate it.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,See you at 12:00 for lunch.
ham,Meeting scheduled for 10:00 tomorrow. Please confirm.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Can we reschedule our call to 17:00?
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
ham,Thanks for your help with the project.
ham,The payment has been processed successfully.
ham,The payment has been processed successfully.
ham,The meeting went well. Next steps are...
ham,Can we reschedule our call to 14:00?
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Just wanted to check in. Hope you are doing well.
ham,Can we reschedule our call to 9:00?
ham,Please review the document and let me know.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Let me know if you need anything else.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Meeting scheduled for 13:00 tomorrow. Please confirm.
ham,I will send you the details by 16:00.
ham,Let me know if you need anything else.
spam,Earn  per week from home! Details at http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
ham,Quick question: are you free at 13:00?
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Your order #3286 has been shipped.
ham,The payment has been processed successfully.
ham,Welcome to the team! Looking forward to working with you.
ham,The package has been delivered.
ham,Quick question: are you free at 17:00?
ham,The report is ready. Please find attached.
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM6148
ham,Just wanted to check in. Hope you are doing well.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM3542
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Thanks for your help with the project.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Your order #4844 has been shipped.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,FREE entry to win  cash! Text WIN to 5128
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
spam,WINNER! You have won a free vacation worth . Call 1700 now.
ham,I will send you the details by 17:00.
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Meeting scheduled for 17:00 tomorrow. Please confirm.
ham,Quick question: are you free at 12:00?
ham,Meeting scheduled for 12:00 tomorrow. Please confirm.
ham,See you at 15:00 for lunch.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,See you at 16:00 for lunch.
ham,The meeting went well. Next steps are...
ham,Happy birthday! Have a great day!
spam,FREE entry to win  cash! Text WIN to 4654
ham,I will send you the details by 17:00.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
ham,The payment has been processed successfully.
ham,I will send you the details by 9:00.
ham,I will send you the details by 11:00.
ham,See you at 10:00 for lunch.
spam,You have  unread messages. Check at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 7786 now.
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
